Estacion,Fecha,Indice,Temperaturas (°C) Máxima,Temperaturas (°C) Mínima,Temperaturas (°C) Promedio,Lluvia Diaria mm (litros/m²) Mes Actual,Lluvia Diaria mm (litros/m²) Acum. Actual,Lluvia Diaria mm (litros/m²) Promedio Histórico,Lluvia Diaria mm (litros/m²) Acum. Promedio Histórico,Viento Máximo Velocidad (Km/h),Viento Máximo Dirección (°),Viento Máximo Hora Local,Dirección del viento predominante,Ruta_Archivo
Albrook,2018-11-14,779,29.6,25.5,27.6,1.6,309.5,NA,NA,16.6,310,12:00:00,Noroeste,Albrook/2018_11.csv
Albrook,2018-11-15,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_11.csv
Albrook,2018-11-16,781,30.7,25,27.9,0,309.5,NA,NA,29.6,330,14:00:00,Nor-Noroeste,Albrook/2018_11.csv
Albrook,2018-11-17,782,31.3,25.7,28.5,0.9,310.4,NA,NA,14.4,300,10:00:00,Noroeste,Albrook/2018_11.csv
Albrook,2018-11-18,783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_11.csv
Albrook,2018-11-19,784,28.6,24.9,26.8,35.9,346.3,NA,NA,14.4,320,22:00:00,Noroeste,Albrook/2018_11.csv
Albrook,2018-11-20,785,28.8,24.7,26.8,0.7,347,NA,NA,12.9,310,12:00:00,Noroeste,Albrook/2018_11.csv
Albrook,2018-11-21,786,31.7,24.8,28.3,10.1,357.1,NA,NA,37,30,13:22:00,Noroeste,Albrook/2018_11.csv
Albrook,2018-11-22,787,28.7,25.2,27,0.2,357.3,NA,NA,23.4,70,13:00:00,Noroeste,Albrook/2018_11.csv
Albrook,2018-11-23,788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_11.csv
Albrook,2018-11-24,789,31.8,24.2,28,0,357.3,NA,NA,18.5,340,16:00:00,Noroeste,Albrook/2018_11.csv
Albrook,2018-11-25,790,30.4,22.9,26.7,0,357.3,NA,NA,27.7,350,13:00:00,Nor-Noroeste,Albrook/2018_11.csv
Albrook,2018-11-26,791,32,25.3,28.7,0,357.3,NA,NA,22.2,320,15:00:00,Nor-Noroeste,Albrook/2018_11.csv
Albrook,2018-11-27,792,30.7,24.7,27.7,0,357.3,NA,NA,16.6,280,10:00:00,Oeste,Albrook/2018_11.csv
Albrook,2018-11-28,793,29.3,24.2,26.8,0,357.3,NA,NA,12.9,110,11:00:00,Variable,Albrook/2018_11.csv
Albrook,2018-11-29,794,31.1,23.5,27.3,0,357.3,NA,NA,16.7,340,13:00:00,Nor-Noroeste,Albrook/2018_11.csv
Albrook,2018-11-30,795,31.9,25.2,28.6,0,357.3,NA,NA,12.9,310,16:00:00,Noroeste,Albrook/2018_11.csv
Albrook,2018-12-01,796,30,23,26.5,0,0,NA,NA,14,180,12:00:00,Sur,Albrook/2018_12.csv
Albrook,2018-12-02,797,30.9,24.8,27.9,4.1,4.1,NA,NA,12.9,330,11:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-03,798,30.6,24.4,27.5,15.3,19.4,NA,NA,18.5,310,18:00:00,Noroeste,Albrook/2018_12.csv
Albrook,2018-12-04,799,31.3,24.2,27.8,0,19.4,NA,NA,12.9,340,12:00:00,Noroeste,Albrook/2018_12.csv
Albrook,2018-12-05,800,31.5,23.1,27.3,1.2,20.6,NA,NA,38.8,20,15:05:00,Noroeste,Albrook/2018_12.csv
Albrook,2018-12-06,801,32.3,22.7,27.5,0,20.6,NA,NA,22.2,350,17:00:00,Norte,Albrook/2018_12.csv
Albrook,2018-12-07,802,30.5,22.7,26.6,14.4,35,NA,NA,20.3,350,15:00:00,Norte,Albrook/2018_12.csv
Albrook,2018-12-08,803,30.4,23.5,27,3.5,38.5,NA,NA,14.8,320,17:00:00,Variable,Albrook/2018_12.csv
Albrook,2018-12-09,804,30.4,23.5,27,2.2,40.7,NA,NA,14.8,330,17:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-10,805,32,24.6,28.3,0,40.7,NA,NA,24,330,16:00:00,Noroeste,Albrook/2018_12.csv
Albrook,2018-12-11,806,32,24.1,28.1,0,40.7,NA,NA,27.8,340,14:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-12,807,31.6,24.3,28,0,40.7,NA,NA,29.6,350,11:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-13,808,32,25.4,28.7,0,40.7,NA,NA,24,360,13:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-14,809,31.8,24.8,28.3,0,40.7,NA,NA,16.6,290,15:25:00,Noroeste,Albrook/2018_12.csv
Albrook,2018-12-15,810,31.5,24.5,28,55.7,96.4,NA,NA,31.4,340,15:06:00,Noroeste,Albrook/2018_12.csv
Albrook,2018-12-16,811,31.5,24.8,28.2,0,96.4,NA,NA,25.9,340,13:00:00,Noroeste,Albrook/2018_12.csv
Albrook,2018-12-17,812,31,24.4,27.7,0,96.4,NA,NA,31.5,330,14:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-18,813,31.5,23.8,27.7,0,96.4,NA,NA,37,340,12:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-19,814,31.1,24,27.6,27.7,124.1,NA,NA,14.8,330,13:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-20,815,31.5,24,27.8,0,124.1,NA,NA,22.2,310,17:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-21,816,30.9,23.7,27.3,0,124.1,NA,NA,24,330,16:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-22,817,30.8,24.7,27.8,0,124.1,NA,NA,29.6,360,14:00:00,Norte,Albrook/2018_12.csv
Albrook,2018-12-23,818,31.9,24.7,28.3,0,124.1,NA,NA,27.7,350,13:00:00,Norte,Albrook/2018_12.csv
Albrook,2018-12-24,819,31.7,24.9,28.3,0,124.1,NA,NA,25.9,340,11:00:00,Nor-Noreste,Albrook/2018_12.csv
Albrook,2018-12-25,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_12.csv
Albrook,2018-12-26,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_12.csv
Albrook,2018-12-27,822,31.7,24.2,28,0,124.1,NA,NA,22.2,340,12:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-28,823,31.8,24.8,28.3,0,124.1,NA,NA,24,340,15:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-29,824,31.2,24.7,28,0,124.1,NA,NA,23,320,13:00:00,Noroeste,Albrook/2018_12.csv
Albrook,2018-12-30,825,31.2,24.7,28,0,124.1,NA,NA,30.6,330,14:00:00,Nor-Noroeste,Albrook/2018_12.csv
Albrook,2018-12-31,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_12.csv
Albrook,2018-02-01,827,31.9,24.4,28.2,0,0,NA,NA,25.9,350,16:00:00,Nor-Noreste,Albrook/2018_2.csv
Albrook,2018-02-02,828,31.9,24.4,28.2,0,0,NA,NA,25.9,350,16:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-03,829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_2.csv
Albrook,2018-02-04,830,31.7,23.7,27.7,0,0,NA,NA,29.6,330,14:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-05,831,32,23.6,27.8,0,0,NA,NA,31.4,350,16:00:00,Norte,Albrook/2018_2.csv
Albrook,2018-02-06,832,31.7,24.3,28,0,0,NA,NA,42.6,360,14:00:00,Norte,Albrook/2018_2.csv
Albrook,2018-02-07,833,32.4,24.3,28.4,0,0,NA,NA,20.4,320,16:00:00,Nor-Noreste,Albrook/2018_2.csv
Albrook,2018-02-08,834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_2.csv
Albrook,2018-02-09,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_2.csv
Albrook,2018-02-10,836,32.3,23.9,28.1,0,0,NA,NA,18,320,18:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-11,837,32.6,24.7,28.7,0,0,NA,NA,23.4,34,16:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-12,838,32.2,23.7,28,0,0,NA,NA,22.2,340,13:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-13,839,31.8,25.1,28.5,0,0,NA,NA,25.9,360,12:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-14,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_2.csv
Albrook,2018-02-15,841,32,23.9,28,0,0,NA,NA,28.8,360,11:00:00,Noreste,Albrook/2018_2.csv
Albrook,2018-02-16,842,30.9,23.4,27.2,0,0,NA,NA,22.5,350,15:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-17,843,31.2,24.3,27.8,0,0,NA,NA,31.5,350,12:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-18,844,31.6,24.4,28,0,0,NA,NA,27.7,350,12:00:00,Norte,Albrook/2018_2.csv
Albrook,2018-02-19,845,31.3,23.5,27.4,0,0,NA,NA,25.9,340,14:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-20,846,31.9,23.8,27.9,0,0,NA,NA,22.2,340,17:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-21,847,32.5,23.3,27.9,0,0,NA,NA,14.8,330,17:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-22,848,31.5,24.1,27.8,0,0,NA,NA,22.2,340,17:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-23,849,32,23.6,27.8,0.3,0.3,NA,NA,20.3,330,18:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-24,850,32.1,22.9,27.5,0,0.3,NA,NA,20.3,330,17:00:00,Norte,Albrook/2018_2.csv
Albrook,2018-02-25,851,31.4,22.7,27.1,1.2,1.5,NA,NA,18,340,17:00:00,Nor-Noreste,Albrook/2018_2.csv
Albrook,2018-02-26,852,31.5,22.9,27.2,0.2,1.7,NA,NA,16.2,310,09:00:00,Nor-Noroeste,Albrook/2018_2.csv
Albrook,2018-02-27,853,31.8,22.5,27.2,0,1.7,NA,NA,18.5,360,14:00:00,Norte,Albrook/2018_2.csv
Albrook,2018-02-28,854,31.8,22.7,27.3,0,1.7,NA,NA,25.9,360,14:00:00,Norte,Albrook/2018_2.csv
Albrook,2018-03-01,855,32.3,22.6,27.5,0,0,NA,NA,20.3,320,18:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-02,856,30.5,22.7,26.6,0.6,0.6,NA,NA,19.8,350,10:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-03,857,31.8,23.5,27.7,0,0.6,NA,NA,40.7,360,17:07:00,Norte,Albrook/2018_3.csv
Albrook,2018-03-04,858,32.2,22,27.1,0,0.6,NA,NA,40.7,350,12:43:00,Norte,Albrook/2018_3.csv
Albrook,2018-03-05,859,32.4,21.6,27,0,0.6,NA,NA,48.1,350,11:17:00,Norte,Albrook/2018_3.csv
Albrook,2018-03-06,860,32.9,22.6,27.8,0,0.6,NA,NA,27.7,340,17:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-07,861,31.3,23.7,27.5,0,0.6,NA,NA,50,340,14:05:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-08,862,32.5,25.3,28.9,0,0.6,NA,NA,31.5,340,14:00:00,Noroeste,Albrook/2018_3.csv
Albrook,2018-03-09,863,32,26,29,0,0.6,NA,NA,29.6,340,15:00:00,Norte,Albrook/2018_3.csv
Albrook,2018-03-10,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_3.csv
Albrook,2018-03-11,865,32.4,24.5,28.5,0,0.6,NA,NA,29.6,340,15:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-12,866,32.3,24.9,28.6,0,0.6,NA,NA,34.2,300,15:00:00,Noreste,Albrook/2018_3.csv
Albrook,2018-03-13,867,32.3,25.3,28.8,0,0.6,NA,NA,23.4,340,12:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-14,868,32.8,24.8,28.8,0,0.6,NA,NA,24.1,320,18:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-15,869,32.9,25.5,29.2,0,0.6,NA,NA,42.5,10,11:00:00,Norte,Albrook/2018_3.csv
Albrook,2018-03-16,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_3.csv
Albrook,2018-03-17,871,32.5,25.1,28.8,0,0.6,NA,NA,30.6,340,15:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-18,872,32.8,25.2,29,0,0.6,NA,NA,27.8,340,15:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-19,873,32.8,23.7,28.3,0,0.6,NA,NA,25.9,330,16:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-20,874,33.3,24.5,28.9,0,0.6,NA,NA,40.7,360,14:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-21,875,33.4,24.8,29.1,0,0.6,NA,NA,25.9,340,14:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-22,876,33.4,24.8,29.1,0,0.6,NA,NA,25.9,340,14:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-23,877,30,24.9,27.5,1.2,1.8,NA,NA,24.1,360,11:00:00,Noroeste,Albrook/2018_3.csv
Albrook,2018-03-24,878,30.9,25,28,0,1.8,NA,NA,24.1,360,15:00:00,Nor-Noroeste,Albrook/2018_3.csv
Albrook,2018-03-25,879,33.6,23.7,28.7,0,1.8,NA,NA,22.2,360,18:00:00,Norte,Albrook/2018_3.csv
Albrook,2018-03-26,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_3.csv
Albrook,2018-03-27,881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_3.csv
Albrook,2018-03-28,882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_3.csv
Albrook,2018-03-29,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_3.csv
Albrook,2018-03-30,884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_3.csv
Albrook,2018-03-31,885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_3.csv
Albrook,2018-04-01,886,31.9,22.6,27.3,0,0,NA,NA,27.8,350,11:00:00,Nor-Noroeste,Albrook/2018_4.csv
Albrook,2018-04-02,887,33.1,23.1,28.1,0,0,NA,NA,25.9,350,12:00:00,Nor-Noroeste,Albrook/2018_4.csv
Albrook,2018-04-03,888,30.3,22.6,26.5,0,0,NA,NA,24.1,340,17:00:00,Variable,Albrook/2018_4.csv
Albrook,2018-04-04,889,33.5,24.1,28.8,0,0,NA,NA,22.2,310,18:00:00,Nor-Noroeste,Albrook/2018_4.csv
Albrook,2018-04-05,890,31.9,23.9,27.9,0,0,NA,NA,22.2,310,16:00:00,Nor-Noroeste,Albrook/2018_4.csv
Albrook,2018-04-06,891,30.5,23.5,27,0,0,NA,NA,22.2,160,14:00:00,Noroeste,Albrook/2018_4.csv
Albrook,2018-04-07,892,32.6,22.7,27.7,0,0,NA,NA,14.8,300,18:00:00,Noroeste,Albrook/2018_4.csv
Albrook,2018-04-08,893,33.1,24.1,28.6,0,0,NA,NA,22.2,300,17:00:00,Noroeste,Albrook/2018_4.csv
Albrook,2018-04-09,894,33.3,23.4,28.4,1.3,1.3,NA,NA,20.4,320,17:00:00,Noroeste,Albrook/2018_4.csv
Albrook,2018-04-10,895,31.4,24.3,27.9,0.4,1.7,NA,NA,18.5,350,17:00:00,Noroeste,Albrook/2018_4.csv
Albrook,2018-04-11,896,33.1,24.6,28.9,0,1.7,NA,NA,23.4,300,16:00:00,Oeste-Noroeste,Albrook/2018_4.csv
Albrook,2018-04-12,897,29.6,24.3,27,0,1.7,NA,NA,12.6,320,09:00:00,Nor-Noroeste,Albrook/2018_4.csv
Albrook,2018-04-13,898,32.9,24.2,28.6,72.7,74.4,NA,NA,16.7,340,13:00:00,Noroeste,Albrook/2018_4.csv
Albrook,2018-04-14,899,32.4,23.6,28,37.5,111.9,NA,NA,27.8,10,15:33:00,Noroeste,Albrook/2018_4.csv
Albrook,2018-04-15,900,33.3,24.2,28.8,2.8,114.7,NA,NA,27.8,300,15:00:00,Oeste-Noroeste,Albrook/2018_4.csv
Albrook,2018-04-16,901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_4.csv
Albrook,2018-04-17,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_4.csv
Albrook,2018-04-18,903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_4.csv
Albrook,2018-04-19,904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_4.csv
Albrook,2018-04-20,905,32.9,26.5,29.7,0,114.7,NA,NA,25.9,300,15:00:00,Nor-Noroeste,Albrook/2018_4.csv
Albrook,2018-04-21,906,31.7,26.3,29,0,114.7,NA,NA,14.8,330,17:00:00,Noroeste,Albrook/2018_4.csv
Albrook,2018-04-22,907,32.5,25.5,29,13.8,128.5,NA,NA,22.2,290,13:00:00,Noroeste,Albrook/2018_4.csv
Albrook,2018-04-23,908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_4.csv
Albrook,2018-04-24,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_4.csv
Albrook,2018-04-25,910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_4.csv
Albrook,2018-04-26,911,31.8,24.9,28.4,12.3,140.8,NA,NA,18,10,13:27:00,Oeste-Noroeste,Albrook/2018_4.csv
Albrook,2018-04-27,912,29.5,23.1,26.3,49.5,190.3,NA,NA,51.8,10,13:12:00,Oeste-Noroeste,Albrook/2018_4.csv
Albrook,2018-04-28,913,31.6,24,27.8,0,190.3,NA,NA,11.2,360,16:23:00,Nor-Noroeste,Albrook/2018_4.csv
Albrook,2018-04-29,914,31.7,24.5,28.1,9.2,199.5,NA,NA,18.5,310,10:00:00,Norte,Albrook/2018_4.csv
Albrook,2018-04-30,915,31.5,25.3,28.4,0.6,200.1,NA,NA,22.2,320,11:00:00,Norte,Albrook/2018_4.csv
Albrook,2018-05-01,916,30.6,26,28.3,21.6,21.6,NA,NA,22.2,340,16:00:00,Noroeste,Albrook/2018_5.csv
Albrook,2018-05-02,917,30.6,24.9,27.8,0,21.6,NA,NA,35.2,340,13:00:00,Nor-Noroeste,Albrook/2018_5.csv
Albrook,2018-05-03,918,31.3,25.7,28.5,24.8,46.4,NA,NA,20.4,320,12:00:00,Noroeste,Albrook/2018_5.csv
Albrook,2018-05-04,919,29.6,25.2,27.4,1.3,47.7,NA,NA,18.5,310,19:00:00,Oeste-Noroeste,Albrook/2018_5.csv
Albrook,2018-05-05,920,29.3,25.2,27.3,2.6,50.3,NA,NA,14.8,290,16:00:00,Variable,Albrook/2018_5.csv
Albrook,2018-05-06,921,29.8,23.9,26.9,30.1,80.4,NA,NA,16.6,350,13:35:00,Norte,Albrook/2018_5.csv
Albrook,2018-05-07,922,21.9,24.6,23.3,0.6,81,NA,NA,16.7,330,13:50:00,Nor-Noroeste,Albrook/2018_5.csv
Albrook,2018-05-08,923,31.6,24.8,28.2,0,81,NA,NA,25.9,310,13:00:00,Oeste-Noroeste,Albrook/2018_5.csv
Albrook,2018-05-09,924,32.4,24.8,28.6,0,81,NA,NA,25.9,320,14:00:00,Noroeste,Albrook/2018_5.csv
Albrook,2018-05-10,925,32.2,24.7,28.5,9.5,90.5,NA,NA,20.3,300,13:00:00,Oeste-Noroeste,Albrook/2018_5.csv
Albrook,2018-05-11,926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_5.csv
Albrook,2018-05-12,927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_5.csv
Albrook,2018-05-13,928,31.7,24.4,28.1,0,90.5,NA,NA,23.4,310,16:00:00,Noroeste,Albrook/2018_5.csv
Albrook,2018-05-14,929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_5.csv
Albrook,2018-05-15,930,29.7,24.5,27.1,1.1,91.6,NA,NA,11.1,160,13:00:00,Sur,Albrook/2018_5.csv
Albrook,2018-05-16,931,31.1,24.3,27.7,0,91.6,NA,NA,16.6,160,15:00:00,Sur,Albrook/2018_5.csv
Albrook,2018-05-17,932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_5.csv
Albrook,2018-05-18,933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_5.csv
Albrook,2018-05-19,934,30,25.5,27.8,0,91.6,NA,NA,14.8,170,12:00:00,Sur,Albrook/2018_5.csv
Albrook,2018-05-20,935,30.6,26.3,28.5,1.4,93,NA,NA,12.9,170,14:00:00,Sur,Albrook/2018_5.csv
Albrook,2018-05-21,936,29.1,24.5,26.8,5.1,98.1,NA,NA,16.6,180,14:00:00,Sur,Albrook/2018_5.csv
Albrook,2018-05-22,937,29.6,25.4,27.5,22.7,120.8,NA,NA,11.1,350,09:00:00,Variable,Albrook/2018_5.csv
Albrook,2018-05-23,938,31,24.6,27.8,0,120.8,NA,NA,16.6,180,14:00:00,Variable,Albrook/2018_5.csv
Albrook,2018-05-24,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_5.csv
Albrook,2018-05-25,940,30.4,24.5,27.5,0,120.8,NA,NA,22.2,170,14:00:00,Sureste,Albrook/2018_5.csv
Albrook,2018-05-26,941,28,25,26.5,16.8,137.6,NA,NA,12.9,170,14:00:00,Sur,Albrook/2018_5.csv
Albrook,2018-05-27,942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_5.csv
Albrook,2018-05-28,943,30.1,25.8,28,5.9,143.5,NA,NA,16.2,170,14:00:00,Sur,Albrook/2018_5.csv
Albrook,2018-05-29,944,30.4,27.3,28.9,0,143.5,NA,NA,14.4,170,14:00:00,Sur,Albrook/2018_5.csv
Albrook,2018-05-30,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_5.csv
Albrook,2018-05-31,946,30.8,25,27.9,17,160.5,NA,NA,14.8,360,12:19:00,Sur,Albrook/2018_5.csv
Albrook,2018-06-01,947,31.3,26.4,28.9,63,63,NA,NA,27.7,290,14:00:00,Noroeste,Albrook/2018_6.csv
Albrook,2018-06-02,948,30.7,23.7,27.2,31.7,94.7,NA,NA,37,70,14:24:00,Noroeste,Albrook/2018_6.csv
Albrook,2018-06-03,949,31.6,25.8,28.7,7.4,102.1,NA,NA,20.3,310,14:00:00,Noroeste,Albrook/2018_6.csv
Albrook,2018-06-04,950,31.3,25.1,28.2,2,104.1,NA,NA,18.5,350,15:23:00,Noroeste,Albrook/2018_6.csv
Albrook,2018-06-05,951,28.1,23.7,25.9,50.1,154.2,NA,NA,14.8,310,17:00:00,Noroeste,Albrook/2018_6.csv
Albrook,2018-06-06,952,30.2,25.8,28,0,154.2,NA,NA,14.8,350,08:00:00,Nor-Noroeste,Albrook/2018_6.csv
Albrook,2018-06-07,953,29.3,25.4,27.4,7,161.2,NA,NA,14.8,330,14:00:00,Nor-Noroeste,Albrook/2018_6.csv
Albrook,2018-06-08,954,30.6,25.6,28.1,5.7,166.9,NA,NA,16.6,320,09:00:00,Noroeste,Albrook/2018_6.csv
Albrook,2018-06-09,955,31.9,25.5,28.7,14.3,181.2,NA,NA,20.3,270,15:10:00,Noroeste,Albrook/2018_6.csv
Albrook,2018-06-10,956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_6.csv
Albrook,2018-06-11,957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_6.csv
Albrook,2018-06-12,958,29.9,23.3,26.6,0,181.2,NA,NA,14.8,300,19:00:00,Sur,Albrook/2018_6.csv
Albrook,2018-06-13,959,31.5,24.9,28.2,1.4,182.6,NA,NA,11.1,270,14:00:00,Norte,Albrook/2018_6.csv
Albrook,2018-06-14,960,30.5,25.6,28.1,0,182.6,NA,NA,11.1,250,14:00:00,Nor-Noroeste,Albrook/2018_6.csv
Albrook,2018-06-15,961,28.2,25.6,26.9,8.9,191.5,NA,NA,11,330,20:00:00,Noroeste,Albrook/2018_6.csv
Albrook,2018-06-16,962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_6.csv
Albrook,2018-06-17,963,32.1,25.3,28.7,11.1,202.6,NA,NA,16.6,30,13:15:00,Noroeste,Albrook/2018_6.csv
Albrook,2018-06-18,964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_6.csv
Albrook,2018-06-19,965,29.7,23,26.4,57.2,259.8,NA,NA,44.4,210,13:15:00,Nor-Noroeste,Albrook/2018_6.csv
Albrook,2018-06-20,966,31.3,21.8,26.6,0,259.8,NA,NA,12.9,300,18:00:00,Variable,Albrook/2018_6.csv
Albrook,2018-06-21,967,30.4,24,27.2,0,259.8,NA,NA,12.9,190,15:00:00,Variable,Albrook/2018_6.csv
Albrook,2018-06-22,968,31.4,24,27.7,5.7,265.5,NA,NA,16.2,340,14:37:00,Noroeste,Albrook/2018_6.csv
Albrook,2018-06-23,969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_6.csv
Albrook,2018-06-24,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_6.csv
Albrook,2018-06-25,971,29.4,24,26.7,0,265.5,NA,NA,14.8,320,17:00:00,Variable,Albrook/2018_6.csv
Albrook,2018-06-26,972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_6.csv
Albrook,2018-06-27,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_6.csv
Albrook,2018-06-28,974,28.7,24.8,26.8,17.8,283.3,NA,NA,14.8,300,14:00:00,Oeste-Noroeste,Albrook/2018_6.csv
Albrook,2018-06-29,975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2018_6.csv
Albrook,2018-06-30,976,30.3,25.1,27.7,0,283.3,NA,NA,18.5,310,17:00:00,Noroeste,Albrook/2018_6.csv
Albrook,2018-07-01,977,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,NA,NA,Albrook/2018_7.csv
Albrook,2018-07-02,978,28.7,24.8,26.8,14.5,14.5,1.4,7.3,18,200,16:00:00,Noroeste,Albrook/2018_7.csv
Albrook,2018-07-03,979,31.5,24,27.8,0,14.5,6.5,13.8,18,330,18:00:00,Nor-Noroeste,Albrook/2018_7.csv
Albrook,2018-07-04,980,NA,NA,NA,NA,NA,6.3,20.1,NA,NA,NA,NA,Albrook/2018_7.csv
Albrook,2018-07-05,981,31.4,25.4,28.4,18.2,32.7,6.7,26.8,20.3,10,16:19:00,Noroeste,Albrook/2018_7.csv
